product_id,product_name,product_class,category_hierarchy,product_description,product_features,rating_count,average_rating,review_count,embed_text
6976,eleta solid wood desk and chair set,Office Sets|Desks,Furniture / Office Furniture / Desks,,shape : rectangular|overallwidth-sidetoside:31.49|topcolor : pink|topmaterial : solid wood|desktype : writing desk|topcolor : beige|dsprimaryproductstyle : traditional|overallproductweight:44.29|basetype : standard|woodtop : wood top|levelofassembly : full assembly needed|warrantylength:30 days|basecolor : beige|woodmetallegs : wood legs|softclosedrawer : self-close|overalldepth-fronttoback:19.68|overallheight-toptobottom:29.52|dssecondaryproductstyle : transitional traditional|topmanufacturedwoodtype : particle board/chipboard|weightcapacity:46.29|basematerial : solid wood|numberofdrawers:2|keyboardtray : no|cullisted : no|drawerpedestalincluded : no|standingdeskconverter : no|gsaapproved : no|cpustorage : no|shelving : no|canadaproductrestriction : no|cablemanagement : no|bookcaseincluded : no|built-inlighting : no|gamingdesk : no|cabinets : no|plug-in : no|integratedwirelesschargingsurface : no|hutch : no|built-inusbport : no|warrantylengthofatleast5years : no|reversibleorientation : no|foldable : no|heightadjustable : no|mirrored : no|eligibleforreplacementparts : no|cabinetsincluded : no|upholstered : no|built-inoutlets : no|hutchincluded : no|lockingdrawer : no|castersincluded : no|exteriorshelving : no| : yes|bifmag1ergonomicsguidelineforfurniture : yes|generalcertificateofconformitygcc : yes|greenguardcertified : yes|scscertified : yes|uniformpackagingandlabelingregulationsuplrcompliant : yes|ansibifmax51officeseating : yes|productwarranty : yes|cpsc-16cfr1303compliant : yes|adacompliant : yes|greenguardgoldcertified : yes|tscatitlevicompliantformaldehydeemissions : yes|compositewoodproductcwp : yes|laceyactcompliant : yes|csacertified : yes|adultassemblyrequired : yes|carbphaseiicompliantformaldehydeemissions : yes|firerated : yes|drawer : yes|commercialwarranty : yes|deskreturn : yes|ansisohos65smallofficehomeoffice : yes|finishedback : yes|ansibifmax55deskproducts : yes|officechairincluded : yes|drawersincluded : yes|seat : yes|taacompliant : yes|bhftiupholsteredfurnitureflammabilitycompliant : yes|twopersonaccommodated : yes|ansibifmax56panelsystems : yes|energypolicyact1992compliant : yes|bifmahcf8.1-healthcarefurnituredesign : yes|fullorlimitedwarranty : limited|purposefuldistressingtype : no distressing|supplierintendedandapproveduse : residential use|naturalvariationtype : no natural variation,,,,eleta solid wood desk and chair set Office Sets|Desks
27080,stonella 11 '' x 13 '' glass mosaic tile,Floor & Wall Tile,"Home Improvement / Flooring, Walls & Ceiling / Floor Tiles & Wall Tiles / Glass Floor Tiles & Wall Tiles","msi ’ s stonella hexagon glass mesh-mounted mosaic tile features an iconic shape in an updated look featuring muted gray , brown , and beige hues in 2 ” hexagon recycled glass tiles . its soft neutral tones complement a variety of color schemes without overpowering . in bathrooms , kitchens , laundry rooms , and other spaces , stonella hexagon is suitable for a wide range of applications including floors , backsplashes , vanity walls , shower surrounds , and more . this tile is greenguard indoor air quality certified® and comes mounted on mesh-backed sheets for simplified installation and professional finish .",waterabsorption : impervious|installationlocation : shower wall|glassfinish : matte|approvedapplications : wall tile|greenguardgreenguardgoldcertificationnumber:20905-420|shape : hexagon|color : stonella|supplierintendedandapproveduse : non residential use|squarefeetpercarton:14.7|countryoforigin : turkey|installationlocation : backsplash|tiletype : mosaic sheet|overallproductweight:3|piecespercarton:15|recommendedgroutjoint:1/8 inches|peirating:0 - wall use only|mosaicsheetwidth:11.02|material : glass|overallthickness:0.24|mosaicpattern : honeycomb|mounttype : mesh backed|shadevariation : v2-slight variation|mosaicsheetlength:12.76|installationlocation : bathroom wall|waterperformancelevel : waterproof|tiledesign : stone look|samplepartnumber : smot-gls-stnela6mm-sample|individualtilewidth:2|individualtilelength:2|distressed : no| : no|submersible : no|greenguardcertified : no|nfpa253orastme648compliant : no|mixedmaterial : no|commercialwarranty : no|textured : no|flooruse : no|toptilepick : no| : yes|non-toxic : yes|sampleavailable : yes|greenguardgoldcertified : yes|frostresistant : yes|purposefuldistressingtype : no distressing|supplierintendedandapproveduse : residential use|naturalvariationtype : no natural variation,,,,stonella 11 '' x 13 '' glass mosaic tile Floor & Wall Tile
29321,arushi 6 drawer double dresser,Dressers & Chests,Furniture / Bedroom Furniture / Dressers & Chests / Grey Dressers & Chests,,dswoodtone : gray wood|interiormaindrawerwidth-sidetoside:28.1|levelofassembly : none|maindrawerinteriorheight-toptobottom:4.9| : gray wood|numberofdrawers:6|handleaccentmaterial : wood|overallheight-toptobottom:32.5|naturalvariationtype : natural wood grain color variation|dsprimaryproductstyle : modern|overallproductweight:231|woodconstructiontype : solid and manufactured wood|overalldepth-fronttoback:18.5|color : gray lacquer|overallwidth-sidetoside:63.5|style : modern & contemporary|interiormaindrawerdepth-fronttoback:14.8|materialdetails : mdf|maindrawerweightcapacity:25|dssecondaryproductstyle : transitional modern|producttype : double dresser|orientation : horizontal|material : manufactured wood + solid wood|drawerglidemechanism : ball bearing glides|removeablehardware : no|feltlineddrawers : no|generalcertificateofconformitygcc : no|weeerecyclingrequired : no| : no|tipoverrestraintdeviceincluded : no|cabinets : no|lightingincluded : no|productwarranty : no|mediacompartments : no|hutchincluded : no|removabledrawers : no|californiaproposition65warningrequired : no|mirrorincluded : no|commercialwarranty : no|fullyextendabledrawers : no|dovetaildrawerjoints : no|mirror : no|upholstered : no|astmf3096-14compliant : no|multipledrawersizes : no|cablemanagement : no|softcloseorselfclosedrawers : no|mirroredfinish : no|adultassemblyrequired : no|compositewoodproductcwp : yes|drawersincluded : yes|uniformpackagingandlabelingregulationsuplrcompliant : yes|astmf2057-17 : yes|productstabilityulverified : yes|sor2016-193-surfacecoatingmaterialsregulations : yes|maindrawers : yes|finishedback : yes|safetystop : yes|glossfinish : yes|astmf2057-14 : yes|carbphaseiicompliantformaldehydeemissions : yes|tscatitlevicompliantformaldehydeemissions : yes|non-toxic : yes|countryoforigin : china|drawerglidematerial : metal|purposefuldistressingtype : no distressing|supplierintendedandapproveduse : residential use,11.0,4.5,10.0,arushi 6 drawer double dresser Dressers & Chests
9134,rihanna ikat plum area rug,Area Rugs,Rugs / Area Rugs,,supplierintendedandapproveduse : non residential use|backingmaterialdetails : cotton|productcare : professional cleaning|material : polyester|holidayoccasion : no holiday|construction : machine made|productresistances : fade resistant|material : wool|pattern : ikat|style : modern & contemporary|technique : power loom|location : indoor use only|primarycolor : plum|materialdetails : poly-wool blend|pileheight:0.35|gols30globalorganiclatexstandardcertified : no|productwarranty : no|rugsets : no|one-of-a-kind : no|rugsampleavailable : no|usdaorganicnopcertified : no|oeko-texcertified : no|high-low : no| : no|rugpadrecommended : no|generalcertificateofconformitygcc : no|fringetassel : no|commercialwarranty : no|gots50globalorganictextilestandardcompliant : no|licensedproduct : no|satraapproved : no|canadaproductrestriction : no|reversible : no|cpsc-16cfr1631compliant : yes|sor2016-176compliant : yes|cpsc-16cfr1630compliant : yes|stainresistant : yes|floorheatingsafe : yes|backingmaterial : yes|uniformpackagingandlabelingregulationsuplrcompliant : yes|purposefuldistressingtype : no distressing|supplierintendedandapproveduse : residential use,,,,rihanna ikat plum area rug Area Rugs
21728,freezable lunch bag,Picnic Baskets & Coolers,"Outdoor / Outdoor Cooking & Tableware / Outdoor Serving & Tableware / Coolers, Baskets & Tubs / Picnic Baskets & Backpacks","the freezable lunch bag has helped millions of people take safe , healthy meals everywhere . cooling technology is built into the walls of the bag so you 'll never waste money on ice packs again . packit 's cooling power makes it the smartest alternative to conventional lunch boxes and one of the best lunch bags for kids . it 's perfect for school , work , the fields anywhere . buckle handle clips onto totes and strollers . made from food-safe , nontoxic poly canvas , and water-resistant eva . pvc-free , bpa-free , phthalate-free and lead-free .",overalldepth-fronttoback:5|holidayoccasion : no holiday|overallheight-toptobottom:10|color : blue/orange|overallwidth-sidetoside:8.5|primarymaterial : polyester canvas|overallproductweight:1|removablewineduffel : no|waterproofliner : no|waterresistantbottom : no| : no|silverwarestorage : no|collapsible : yes|insulated : yes|adjustablestraps : yes|countryoforigin : china,5.0,5.0,5.0,freezable lunch bag Picnic Baskets & Coolers
17119,berenice 72 '' h x 29.7 '' w x 16 '' d storage cabinet,Garage Storage Cabinets,Storage & Organization / Garage & Outdoor Storage & Organization / Garage Storage Cabinets,"dear clutter , it ’ s time we see other people . with this storage cabinet , we won ’ t be seeing the likes of you for a while . built from manufactured wood and standing 71.9 '' h x 29.7 '' w , this piece offers a convenient spot to tuck away anything from seasonal clothes and spare linens to canned food and coffee cups . with hints of old-fashioned barn door details , this design brims with rustic farmhouse charm . behind the pair of doors , you ’ ll find four shelves for storage ; three are adjustable . plus , a smooth-glide drawer provides additional storage options below . a wall anchor kit is included .",levelofassembly : full assembly needed|drawerinteriordepth-fronttoback:13.1|additionaltoolsrequirednotincluded : hammer|drawerinteriorheight-toptobottom:5.9|shelfweightcapacity:30|overallheight-toptobottom:72|numberofadjustableshelves:3|warrantylength:1 year|estimatedtimetosetup:60|shelfweightcapacity:25|numberofshelves:4|drawerinteriorwidth-sidetoside:23|overallproductweight:101.2|additionaltoolsrequirednotincluded : screw driver|primarymaterial : manufactured wood|overalldepth-fronttoback:16|mounttype : freestanding|overallwidth-sidetoside:29.7|producttype : storage cabinet|shelfdepth-fronttoback:14.4|locking : no|wallmounthardwareincluded : no|slatwallincluded : no|worksurfaceincluded : no|wheelsincluded : no|adjustablelegs : no|installationrequired : no| : no|productwarranty : yes|carbphaseiicompliantformaldehydeemissions : yes|ball-bearingdrawerglides : yes|ista3aor6acertified : yes|drawers : yes|adultassemblyrequired : yes|doors : yes|legsincluded : yes|drawersincluded : yes|commercialwarranty : yes|shelves : yes|removableshelves : yes|tipoverrestraintdeviceincluded : yes| : yes|generalcertificateofconformitygcc : yes|shelvesincluded : yes|adjustableshelves : yes|compositewoodproductcwp : yes|tscatitlevicompliantformaldehydeemissions : yes|countryoforigin : china|supplierintendedandapproveduse : residential use,864.0,4.0,602.0,berenice 72 '' h x 29.7 '' w x 16 '' d storage cabinet Garage Storage Cabinets
1675,leilla 85 '' velvet square arm sleeper,Futons|Sofas,Furniture / Living Room Furniture / Sofas,"a simple operation can turn this sofa bed into a bed . after a good night 's sleep , you can easily change your bedroom or guest room back to the living room . this sofa bed has excellent anti-friction performance . it is suitable for daily use at home . with the fashionable shape and solid color design , it is suitable for being placed in various indoor environments such as office , reception room , living room , or bedroom .",seatfillmaterial : foam|design : convertible|overalldepth-fronttoback:34|upholsterycolor : green|seatconstruction : pocket spring|weightcapacityperseat:550|legmaterial : wood|supplierintendedandapproveduse : non residential use|overallproductweight:93.7|backtype : tight back|legheight-toptobottom:7.87|backheight-seattotopofback:17.71|seatstyle : multiple cushion seat|framematerial : solid wood|backtype : camel back|dssecondaryproductstyle : mid-century modern|weightcapacity:660|upholsterycolor : mustard|upholsterycolor : light gray|armheight-floortoarm:34.64|sleepersize : twin|seatdepthsd : standard ( 21 '' - 28 '' ) |dsprimaryproductstyle : modern|waterrepellant : this type of fabric is impenetrable to water to an extent.|pattern : solid color|levelofassembly : partial assembly|seatdepth-fronttoback:23.62|armtype : square arm|upholsterymaterial : velvet|producttype : sleeper|cushionconstruction : foam|seatwidth-sidetoside:74.8|seatheight-floortoseat:15.74|productcare : wipe clean with a dry cloth|legcolor : brown|upholsterycolor : deep blue|overallheight-toptobottom:35|minimumdoorwidth-sidetoside:17|backfillmaterial : foam|overallwidth-sidetoside:85|woodspecies : eucalyptus|seatingcapacity-tomigrate:2|seatingcapacity:2|usdaorganicnopcertified : no|adultassemblyrequired : no| : no|tosspillowsincluded : no|ottomanincluded : no|gots50globalorganictextilestandardcompliant : no|usbport : no|nailheadtrim : no|uniformpackagingandlabelingregulationsuplrcompliant : no|taacompliant : no|bhftiupholsteredfurnitureflammabilitycompliant : no|caltb117-2013compliant : no|canadaproductrestriction : no|oeko-texcertified : no|generalcertificateofconformitygcc : no|productwarranty : no|firerated : no|nfpacompliant : no|skirted : no|compositewoodproductcwp : no|calgreencompliant : no|containsflameretardantmaterials : no|commercialwarranty : no|storageincluded : no|tuftedcushions : no|scscertified : no|storagespaceincluded : no|gsaapproved : no|mattressincluded : no|removablecushions : no|caltb116compliant : no|weightcapacityperseatgreaterthan250lbs : yes|purposefuldistressingtype : no distressing|supplierintendedandapproveduse : residential use,35.0,4.0,32.0,leilla 85 '' velvet square arm sleeper Futons|Sofas
31777,whitman 9 pair stackable shoe rack,Shoe Storage,Storage & Organization / Shoe Storage / All Shoe Storage,"blending functionality and modular design , whitman adds a new shoe storage option to any closet . the whitman 9 pair stackable shoe rack creates stylish space savers for homes , businesses , dorm rooms , etc . this rack is the perfect organization tool for shoes , sweaters , and more ! the shoe storage rack is easy to assemble and saves valuable floor space ! this is so simple , both in design and assembly . shelves are made of particleboard with a paper veneer covering and have wood dowel connectors for easy adjust-ability . the collection is easy to clean and will offer a lifetime of reliable service . do n't forget , this organizer has duplicate units , so feel free to order as many as you need ! customize your space with 2 or 3 shelf versions of this whitman 9 pair stackable shoe rack . consider a larger option if you ’ re looking to store large shoes ( men ’ s size 13 or over ) . check out the you might also need section for an alternative .",levelofassembly : partial assembly|suggestednumberofpeopleforassemblyinstall:3|finish : white|suggestednumberofpeopleforassemblyinstall:4|mounttype : freestanding|productcare : wipe clean|dswoodtone : white wood| : white wood| : espresso wood|overallheight-toptobottom:11.61|style : modern & contemporary|finish : espresso|dswoodtone : espresso wood|estimatedtimetosetup:47|producttype : shoe rack|additionaltoolsrequirednotincluded : all tools included|pairsofshoescapacity:9|primarymaterialdetails : iron 80 % plastic 20 % |overalldepth-fronttoback:11.61|overallwidth-sidetoside:24|estimatedtimetosetup:48|overallproductweight:9.7|primarymaterial : solid + manufactured wood|generalcertificateofconformitygcc : no|commercialorresidentialcertifications : no|rotating : no|drawersincluded : no|uniformpackagingandlabelingregulationsuplrcompliant : no| : no|adjustableshelves : no|binsincluded : no|individualshoecubbyholes : no|tscatitlevicompliantformaldehydeemissions : no|csacertified : no|carbphaseiicompliantformaldehydeemissions : no|drawers : no|canadaproductrestriction : no|installationrequired : no|doorsincluded : no|productwarranty : no|cpsiacompliant : no|dropfrontshoebox : no|certifications : no|commercialwarranty : no|wallmountincluded : no|compositewoodproductcwp : yes|eligibleforhardwarepacks : yes|adultassemblyrequired : yes|shelves : yes|eligibleforreplacementparts : yes|stackable : yes|dormsku : yes|shelvesincluded : yes|countryoforigin : china|purposefuldistressingtype : no distressing|supplierintendedandapproveduse : residential use|naturalvariationtype : no natural variation,220.0,4.5,144.0,whitman 9 pair stackable shoe rack Shoe Storage
10299,amarianna 24 '' single bathroom vanity set,Vanities,Home Improvement / Bathroom Remodel & Bathroom Fixtures / Bathroom Vanities / All Bathroom Vanities,"floor vanity has a wood grain appearance , simple lines outline a modern design sense of amarianna cabinet , meet the modern decoration design aesthetics , but also meet the demand for amarianna storage . made of 100 % solid wood multi-layer design , its structure makes the product more durable . the one-piece ceramic basin design allows you to save width while having a larger internal diameter .",sinkdepth-toptobottom:7|warrantylength:6 months|overalldepth-fronttoback:18|topfinish : white|cabinetbasewidth-sidetoside:23|overallproductweight:82|dsprimaryproductstyle : modern|compatiblefaucetinstallationtype : single-hole|whatisadrainassembly : a drain assembly connects the sink to the p-trap . it enables the faucet to function with the sink to drain or trap water in the basin.|mountinglocation : free-standing|sinkmaterial : ceramic|sinklength-sidetoside:24|overallwidth-sidetoside:24|countertopmaterial : ceramic|sinktype : integrated|basematerial : solid + manufactured wood|levelofassembly : partial assembly|whatisap-trap : a p-trap holds water to prevent sewer gases from entering the home through the drain . it also traps debris that has drained from the sink to prevent the plumbing system from being clogged.|supplierintendedandapproveduse : non residential use|craftsmanshiptype : no craftsmanship|overallheight-toptobottom:34|dswoodtone : gray wood|dssecondaryproductstyle : transitional modern|sinkwidth-fronttoback:18|numberoffunctionaldrawersvizcon:1 drawer|numberoffunctionaldrawers:1|numberofsinksaccommodated:1|backsplashincluded : no|mountingbracketincluded : no|mirroredfinish : no|shelvesincluded : no|medicinecabinetincluded : no|mirrorincluded : no|faucetincluded : no|sidesplashincluded : no|p-trapincluded : no|canadaproductrestriction : no|drainassemblyincluded : no|asmea112193compliant : yes|calgreencompliant : yes|cabinethardwareincluded : yes|generalcertificateofconformitygcc : yes|asmea112192csab451compliant : yes|installationrequired : yes|ullisted : yes|csacertified : yes|commercialwarranty : yes|cullisted : yes|softclosedrawerglides : yes|greenguardgoldcertified : yes|sinkincluded : yes|compositewoodproductcwp : yes|softclosedoorhinges : yes|gsaapproved : yes|adultassemblyrequired : yes|lowleadcompliant : yes|doorsincluded : yes|asmea112182compliant : yes|energypolicyact1992compliant : yes| : yes|tscatitlevicompliantformaldehydeemissions : yes|adacompliant : yes|asmea112191csab452-2018compliant : yes|productwarranty : yes|drawersincluded : yes|greenguardcertified : yes|vermontact193compliant : yes|carbphaseiicompliantformaldehydeemissions : yes|uniformpackagingandlabelingregulationsuplrcompliant : yes|countryoforigin : china|fullorlimitedwarranty : limited|purposefuldistressingtype : no distressing|supplierintendedandapproveduse : residential use|naturalvariationtype : no natural variation,,,,amarianna 24 '' single bathroom vanity set Vanities
8293,beazer industrial accent mirror,Wall & Accent Mirrors,Décor & Pillows / Mirrors / All Mirrors,"a farmland inspired frame transforms this rectangular wall mirror into a striking piece of wall art perfectly suited for living spaces adorned with modern farmhouse furnishings . the inclusion of chicken wire mesh not only delivers overtones of rustic style but also allows for a more open and airy visual display by allowing the supporting wall to peek through the intricately woven metal pattern . suspended by two d-rings , this easy-to-hang standard-sized wall mirror has a multitude of practical applications – complement a farmhouse table by adding just the right touch of rustic flair to your dining room or spruce up an eclectically themed bathroom courtesy of this mixed material weathered brown frame mirror .","overallwidth-sidetoside:34|mirrorwidth-sidetoside:24.75|orientation : horizontal and vertical|installationtypedetails:2 d-rings preinstalled|overallproductweight:18.26|installationtype : hooks|hardwareincluded : nails|additionaltoolsrequirednotincluded : power drill|mirrorheight-toptobottom:30.25|mirrortype : bathroom / vanity|purposefuldistressingtype : coat/paint distressing|additionaltoolsrequirednotincluded : screw driver|additionaltoolsrequirednotincluded : stud finder|dsprimaryproductstyle : industrial|shape : rectangle|mounttype : wall mounted|estimatedtimetosetup:5|additionaltoolsrequirednotincluded : hammer|mirrorwidth-sidetoside:20.25|dampdryorwetlocationlisted : dry|framefinish : weathered brown|style : industrial|lifestage : adult|overallproductweight:14.34|mirrorheight-toptobottom:24.75|overallproductweight:32.45|supplierintendedandapproveduse : non residential use|overallheight-toptobottom:66|mirrorheight-toptobottom:56.25|mirrortype : accent|overallheight-toptobottom:40|framematerialdetails : steel|largestdimension:34|dampdryorwetlocationlisted : damp|overallwidth-sidetoside:30|holidayoccasion : no holiday|surfaceshape : flat|hardwareincluded : hooks|additionaltoolsrequirednotincluded : pencil|shape : round|largestdimension:66|productcare : wipe clean with a soft , dry cloth|largestdimension:40|dssecondaryproductstyle : classic industrial|additionaltoolsrequirednotincluded : level|overallheight-toptobottom:34|piecesincluded:1|suggestednumberofpeopleforassemblyinstall:1|overalldepth-fronttoback:1|numberpointsofcontact:2|storageincluded : no|magnifying : no|venetian : no|firacertified : no|iso9001certified : no|adjustable : no|swingarmincluded : no|ista3aor6acertified : no|lighted : no| : no|fogfreemirror : no|weeerecyclingrequired : no|drawersincluded : no|iso14001certified : no|commercialwarranty : no|shelvesincluded : no|shaversocket : no|plug-in : no|beveledglass : no|tiltmirror : no|generalcertificateofconformitygcc : no|installationrequired : yes|commercialwarranty : yes|tscatitlevicompliantformaldehydeemissions : yes|uniformpackagingandlabelingregulationsuplrcompliant : yes|compositewoodproductcwp : yes|framed : yes|carbphaseiicompliantformaldehydeemissions : yes|countryoforigin : china|framematerial : metal|supplierintendedandapproveduse : residential use|naturalvariationtype : no natural variation",76.0,5.0,54.0,beazer industrial accent mirror Wall & Accent Mirrors
25384,artificial orchids stem,Faux Florals,Décor & Pillows / Flowers & Plants / Faux Flowers,"personalize your wedding decor scheme with this product . standing 28 ” tall , it features intricately designed flowers in bold , natural hues . perfect for showcasing in a modern bedroom dresser or bathroom counter .","dsprimaryproductstyle : traditional|flowerspecies : orchid|largestdimension:28|flowermaterial : plastic|overallwidth-sidetoside:5|dssecondaryproductstyle : ornate traditional|flowermaterial : fabric|piecesincluded:6 orchids flowers|flowertype : artificial|countryoforigin-additionaldetails : made in usa of imported materials|flowermaterial : faux silk|arrangementtype : stems , bushes , and sprays|overallheight-toptobottom:28|season : spring|holidayoccasion : wedding|supplierintendedandapproveduse : non residential use|arrangementtype : floral arrangements and centerpieces|flowermaterial : polyester|productcare : may need to be reshaped when removed from a box . wipe clean with a soft dry cloth.|overallproductweight:0.7|overalldepth-fronttoback:2|commercialwarranty : no|canadaproductrestriction : no|detachablepieces : no|weatherresistant : no|outdooruse : no|uniformpackagingandlabelingregulationsuplrcompliant : no|faderesistant : no|containerincluded : no|certifications : no|commercialorresidentialcertifications : no|bendablestems : yes|countryoforigin : china|supplierintendedandapproveduse : residential use",6.0,4.5,6.0,artificial orchids stem Faux Florals
40260,daizah 4 piece picture ledge wall shelf,Wall Mounted Shelves,Storage & Organization / Wall Shelving & Organization / Wall and Display Shelves,"design and organize wall space while you create unique home decor by displaying photos of favorite memories , books , and more… this simple design floating shelf unit incorporates beautifully with any style of room decor . organize and display your collectibles , small plants , family pictures , or other home accessories . this wall organizer set can serve as a bookshelf , a bathroom organizer , a kitchen wall shelf , and a shelving solution for toy storage in kids ' bedrooms .",shelfdepth-fronttoback:3.8|dsprimaryproductstyle : modern|dssecondaryproductstyle : transitional modern|features : set|shelfwidth-sidetoside:46|fullorlimitedwarranty : full|overalldepth-fronttoback:3.8|individualshelfweightcapacity:15|overallproductweight:3.2|numberofinstallationholes:3|material : manufactured wood|internalonly-roomuse : living|estimatedtimetoinstallmins:15|numberofshelves:4|producttype : picture ledge|warrantylength:1 year|shape : rectangle|overallwidth-sidetoside:46|supplierintendedandapproveduse : non residential use|wallmountingtype : anchor + screw|additionaltoolsrequirednotincluded : screw driver|suggestednumberofpeopleforassemblyinstall:1|overallheight-toptobottom:2|adultassemblyrequired : no|mountingdirectlyintostudrequired : no|adacompliant : no| : no|nfpacompliant : no|avoidpowertools : no|generalcertificateofconformitygcc : no|canadaproductrestriction : no|commercialwarranty : no|csacertified : no|laceyactcompliant : no|adjustableshelves : no|gsaapproved : no|cpsiacompliant : no|uniformpackagingandlabelingregulationsuplrcompliant : no|compositewoodproductcwp : yes|carbphaseiicompliantformaldehydeemissions : yes|tscatitlevicompliantformaldehydeemissions : yes|productwarranty : yes|wallmountinghardwareincluded : yes|installationrequired : yes|sor2016-193-surfacecoatingmaterialsregulations : yes|cpsc-16cfr1303compliant : yes|supplierintendedandapproveduse : residential use,77.0,5.0,48.0,daizah 4 piece picture ledge wall shelf Wall Mounted Shelves
1616,fashion casual lift chair office work chair beauty salon chair white,,Furniture / Office Furniture / Office Chairs,"100 % brand new and high quality . applicable scene : office , home life , beauty salons , etc . it is a new product with absolutely no damage . it is an amazing design . the mainframe is made of stainless steel , which has a long service life , high gloss is not easy to corrode , and good safety . adjust the height of the chair freely with the adjuster , suitable for different crowds and places . rotary pulley , 360-degree free rotation pulley , free movement , good stability . strong base , aluminum alloy strength five-claw design , safe and secure , wear-resistant and durable . explosion-proof chassis , safety explosion-proof chassis design , rigorous testing .",weightcapacity:260|framematerial : steel|backmaterial : upholstered|upholsterymaterial : cotton|weightcapacitybucket:250 lbs - 299 lbs|overallheight-toptobottom:37|warrantylength:30 days|seatcolor : white|producttype : executive chair|framematerialdetails : aluminum alloy|dssecondaryproductstyle : transitional modern|framecolor : silver|seatdepth-fronttoback:16|maximumoverallheight-toptobottom:37|compatibleflooring : tile|supplierintendedandapproveduse : non residential use|seatmaterial : upholstered|minimumoverallheight-toptobottom:34|dsprimaryproductstyle : modern|reasonforrestriction : logistics|backcolor : brown|levelofassembly : partial assembly|seatcolor : brown|overallwidth-sidetoside:16|seatwidth-sidetoside:16|overalldepth-fronttoback:16|seatcolor : black|recommendeddailyusage : medium usage ( up to 8 hours ) |upholsteryfillmaterial : cotton|backcolor : white|backcolor : black|ansibifmax511largeoccupantofficeseating : no|wood : no|ansibifmax54loungepublicseating : no| : no|headrestincluded : no|organic : no|containsflameretardantmaterials : no|tufted : no|armed : no|tiltmechanism : no|cullisted : no|speakers : no|generalcertificateofconformitygcc : no|adjustablechairbackheight : no|seatdepthadjustment : no|anti-microbial : no|ansibifmax51officeseating : no|stackable : no|csacertified : no|caltb116compliant : no|seatangleadjustment : no|headphonejack : no|ansibifmax61educationalseating : no|firerated : no|seatglidemechanism : no|eligibleforhardwarepacks : no|bifmag1ergonomicsguidelineforfurniture : no|footrestincluded : no|caltb117-2013compliant : no|headrest : no|waterfallseat : no|scscertified : no|oeko-texcertified : no|ullisted : no|massage : no|bluetoothcompatible : no|tiltlock : no|vibration : no|bifmahcf8.1-healthcarefurnituredesign : no|backangleadjustment : no|compositewoodproductcwp : no|laceyactcompliant : yes|bhftiupholsteredfurnitureflammabilitycompliant : yes|energypolicyact1992compliant : yes|adultassemblyrequired : yes|productwarranty : yes|upholsteredseat : yes|adacompliant : yes|uniformpackagingandlabelingregulationsuplrcompliant : yes|nfpacompliant : yes|upholstered : yes|upholsteredback : yes|lumbarsupport : yes|adjustableseatheight : yes|gsaapproved : yes|commercialwarranty : yes|canadaproductrestriction : yes|cpsc-16cfr1303compliant : yes|seatheightadjustment : yes|weightcapacityatleast250lbs : yes|soffacompliant : yes|swivel : yes|casters : yes|taacompliant : yes|warrantylengthofatleast5years : yes|armed : yes|backconstruction : metal|fullorlimitedwarranty : limited|purposefuldistressingtype : no distressing|naturalvariationtype : no natural variation,,,,fashion casual lift chair office work chair beauty salon chair white 
9451,kingswood bar & counter stool,Bar Stools,Furniture / Kitchen & Dining Furniture / Bar Furniture / Bar Stools & Counter Stools / All Bar Stools & Counter Stools,"outfit your kitchen island or pub table without breaking the bank with this pair of bar stools . founded on top of a solid hardwood wood frame that supports up to 300 lbs. , each piece features a rectangular seat that ’ s wrapped in black faux leather upholstery , which offers a budget-friendly and easy-to-clean alternative to genuine leather . thanks to these stools ’ backless design , you can easily tuck them under a table or counter so they ’ re out of the way . full assembly is required .",dssecondaryproductstyle : transitional traditional|overalldepth-fronttoback:11.5|legbasetype:4 legs|overallheight-toptobottom:29|style : traditional|seatcolor : black|dswoodtone : red wood|seatbacktype : backless|basecolor : vintage mahogany|estimatedtimetoassembleinternal:40|overallwidth-sidetoside:17.5|seatheight-floortoseat:24|estimatedtimetosetup:30|dswoodtone : medium wood|floorprotection : plastic glides|dsprimaryproductstyle : traditional|additionaltoolsrequirednotincluded : screw driver|dswoodtone : espresso wood|overallproductweight:12|weightcapacity:300|overallheight-toptobottom:24|durability : stain resistant|warrantylength:90 days|levelofassembly : full assembly needed|seatstyle : saddle|suggestednumberofpeopleforassemblyinstall:1|numberofstoolsincluded:2|waterresistant : no|ista1acertified : no|ista3aor6acertified : no|outdooruse : no|canadaproductrestriction : no|caltb133compliant : no|stackable : no|folding : no|installationrequired : no|commercialwarranty : no| : no|armsincluded : no|back : no|swivel : no|compositewoodproductcwp : yes|avoidpowertools : yes|productwarranty : yes|carbphaseiicompliantformaldehydeemissions : yes|footrestincluded : yes|tscatitlevicompliantformaldehydeemissions : yes|stoolsincluded : yes|adultassemblyrequired : yes|uniformpackagingandlabelingregulationsuplrcompliant : yes|footrest : yes|countryoforigin : china|fullorlimitedwarranty : limited|supplierintendedandapproveduse : residential use|naturalvariationtype : no natural variation,2608.0,4.0,1859.0,kingswood bar & counter stool Bar Stools
