id	query_id	product_id	label
346	2	9547	Exact
347	2	9548	Partial
348	2	28482	Exact
349	2	11033	Exact
350	2	11074	Exact
351	2	11075	Exact
352	2	29886	Exact
353	2	29144	Exact
354	2	29143	Exact
355	2	29150	Exact
356	2	38517	Exact
357	2	13636	Exact
358	2	21073	Exact
359	2	21047	Exact
360	2	21064	Exact
361	2	21048	Exact
362	2	21083	Exact
363	2	21062	Exact
364	2	21045	Exact
365	2	21046	Exact
366	2	21043	Exact
367	2	621	Exact
368	2	28472	Exact
369	2	12020	Exact
370	2	32893	Exact
371	2	39495	Exact
372	2	39494	Exact
373	2	39497	Exact
374	2	15618	Exact
375	2	4201	Exact
376	2	4203	Exact
377	2	19956	Partial
378	2	15617	Exact
379	2	27513	Exact
380	2	27512	Exact
381	2	620	Exact
382	2	13520	Partial
383	2	10437	Exact
384	2	24196	Exact
385	2	26729	Exact
386	2	36620	Exact
387	2	36621	Exact
388	2	36619	Exact
389	2	36632	Exact
390	2	36628	Exact
391	2	27515	Exact
392	2	32873	Exact
393	2	34738	Partial
394	2	36672	Exact
395	2	10505	Exact
396	2	38593	Exact
397	2	32781	Exact
398	2	34734	Exact
399	2	36645	Exact
400	2	16256	Exact
401	2	20664	Exact
402	2	8589	Exact
403	2	42528	Exact
404	2	39493	Exact
405	2	9570	Exact
406	2	42516	Exact
407	3	32960	Partial
408	3	18909	Exact
409	3	12386	Exact
410	3	12436	Exact
411	3	32704	Exact
412	3	42718	Partial
413	3	42719	Partial
414	3	12201	Exact
415	3	12065	Partial
416	3	13351	Partial
417	3	18293	Exact
418	3	40484	Exact
419	3	11792	Partial
420	3	18289	Exact
421	3	18290	Exact
422	3	18294	Exact
423	3	18292	Exact
424	3	4155	Partial
425	3	11591	Partial
426	3	38075	Partial
427	3	15637	Partial
428	3	16527	Exact
429	3	21804	Exact
430	3	42736	Exact
431	3	21233	Exact
432	3	11690	Exact
433	3	13403	Partial
434	3	13409	Partial
435	3	13394	Partial
436	3	13389	Partial
437	3	13415	Partial
438	3	13383	Partial
439	3	13408	Partial
440	3	21235	Partial
441	3	17924	Partial
442	3	36265	Exact
443	3	36497	Exact
444	3	28463	Exact
445	3	6874	Partial
446	3	36274	Partial
447	3	28464	Partial
448	3	24116	Partial
449	3	32701	Exact
450	3	37422	Exact
451	3	1923	Exact
452	3	3468	Partial
453	3	36158	Exact
454	3	2309	Partial
455	3	40110	Partial
456	3	40111	Exact
457	3	23741	Exact
458	3	18288	Partial
459	3	13397	Partial
460	3	28726	Exact
461	3	11260	Partial
462	3	35321	Partial
463	3	4474	Partial
464	3	25746	Exact
465	3	21412	Exact
466	3	9511	Exact
467	3	1854	Exact
468	3	20007	Exact
469	3	20118	Exact
470	3	22888	Partial
471	3	26623	Exact
472	3	36255	Partial
473	3	4852	Exact
474	3	1851	Exact
475	3	30213	Partial
476	3	12261	Partial
477	3	5998	Exact
478	3	30219	Exact
479	3	7423	Exact
480	3	19286	Partial
481	3	9048	Partial
482	3	24685	Partial
483	3	3237	Exact
484	3	35552	Partial
485	3	13410	Partial
486	3	13395	Partial
487	3	23599	Exact
488	3	9510	Partial
489	3	35920	Partial
490	3	37421	Partial
491	3	32352	Exact
492	3	39515	Partial
493	3	13386	Partial
494	3	13364	Partial
495	3	15638	Partial
496	3	7149	Exact
497	3	42782	Partial
498	3	34795	Partial
499	3	11258	Partial
500	3	21234	Exact
501	3	3596	Exact
502	3	881	Exact
503	3	15636	Exact
504	3	31401	Exact
505	3	8261	Partial
506	3	5983	Exact
507	3	34759	Partial
508	3	34758	Partial
509	3	30730	Partial
510	3	15818	Partial
511	3	39589	Exact
512	3	27814	Exact
513	3	19100	Exact
514	3	13577	Exact
515	3	21244	Exact
516	3	13359	Partial
517	4	2634	Irrelevant
518	4	10957	Partial
519	4	24866	Partial
520	4	24867	Partial
521	4	24869	Partial
522	4	5488	Exact
523	4	6098	Exact
524	4	38471	Partial
525	4	42393	Exact
526	4	24868	Partial
527	4	17756	Partial
528	4	16598	Exact
529	4	32320	Partial
530	4	32321	Partial
531	4	32322	Partial
532	4	41662	Exact
533	4	6101	Partial
534	4	6102	Partial
535	4	26879	Partial
536	4	24872	Partial
537	4	24873	Partial
538	4	41953	Partial
539	4	24878	Partial
540	4	9210	Partial
541	4	7788	Irrelevant
542	4	22545	Partial
543	4	6335	Partial
544	4	14299	Partial
545	4	25266	Partial
546	4	30301	Partial
547	4	40331	Exact
548	4	24875	Partial
549	4	24876	Partial
550	4	24879	Partial
551	4	24880	Partial
552	4	24881	Exact
553	4	6099	Exact
554	4	3576	Partial
555	4	17672	Partial
556	4	17674	Partial
557	4	24887	Partial
558	4	24888	Partial
559	4	5979	Partial
560	4	34390	Exact
561	4	19889	Partial
562	4	24891	Partial
563	4	24889	Partial
564	4	24890	Exact
565	4	12383	Partial
566	4	22868	Partial
567	4	24874	Partial
568	4	14623	Partial
569	4	40059	Partial
570	4	12107	Partial
571	4	24892	Partial
572	4	24893	Partial
573	4	24894	Partial
574	4	20405	Partial
575	4	32319	Partial
576	4	20473	Partial
577	4	20474	Partial
578	4	20475	Partial
579	4	20471	Partial
580	4	24898	Partial
581	4	13783	Exact
582	4	27897	Partial
583	4	18227	Partial
584	4	24877	Partial
585	4	35354	Partial
586	4	20792	Exact
587	4	31588	Partial
588	4	17886	Partial
589	4	17679	Exact
590	4	42654	Partial
591	4	42653	Partial
592	4	1526	Partial
593	4	1809	Partial
594	4	13789	Partial
595	4	35369	Partial
596	4	14652	Exact
597	4	22538	Partial
598	4	26877	Partial
599	4	30298	Exact
600	4	1843	Partial
601	4	1571	Partial
602	4	1953	Partial
603	4	6100	Partial
604	4	483	Partial
605	4	21448	Exact
606	4	36291	Partial
607	4	20495	Exact
608	4	27540	Partial
609	4	13787	Partial
610	4	13788	Partial
611	4	27896	Exact
612	4	18211	Irrelevant
613	4	15425	Partial
614	4	12380	Partial
615	4	16222	Partial
616	4	1936	Partial
617	4	32055	Irrelevant
618	4	31250	Partial
619	4	22958	Partial
620	4	26878	Partial
621	4	18229	Irrelevant
622	4	40797	Partial
623	4	40061	Exact
624	4	40062	Partial
625	4	27529	Partial
626	4	17196	Partial
627	4	11230	Partial
628	4	31476	Exact
629	4	3396	Exact
630	4	24180	Partial
631	4	38467	Partial
632	4	8198	Partial
633	4	26363	Exact
634	4	31629	Exact
635	4	14716	Partial
636	5	33253	Exact
637	5	19757	Exact
638	5	26053	Exact
639	5	6986	Exact
640	5	25713	Exact
641	5	14091	Exact
642	5	41397	Exact
643	5	39968	Partial
644	5	15772	Exact
645	5	7103	Exact
646	5	29760	Partial
647	5	28673	Exact
648	5	25216	Exact
649	5	33260	Exact
650	5	33261	Exact
651	5	1204	Irrelevant
652	5	33262	Exact
653	5	33263	Exact
654	5	28682	Exact
655	5	40987	Exact
656	5	27768	Exact
657	5	18262	Exact
658	5	8409	Exact
659	5	24069	Partial
660	5	23985	Exact
661	5	1265	Exact
662	5	42437	Exact
663	5	15873	Exact
664	5	18305	Exact
665	5	6105	Exact
666	5	40988	Exact
667	5	38269	Partial
668	5	41274	Partial
669	5	13163	Partial
670	5	18310	Exact
671	5	17893	Partial
672	5	6155	Exact
673	5	19180	Exact
674	5	23610	Exact
675	5	7102	Exact
676	5	3060	Exact
677	5	3061	Exact
678	5	42686	Exact
679	5	7215	Partial
680	5	31493	Partial
681	5	15563	Partial
682	5	20646	Exact
683	5	41112	Exact
684	5	40989	Exact
685	5	40990	Exact
686	5	26976	Exact
687	5	18311	Exact
688	5	21138	Exact
689	5	6340	Exact
690	5	31025	Exact
691	5	42665	Partial
692	5	28643	Exact
693	5	8882	Exact
694	5	8876	Exact
695	5	32178	Partial
696	5	33258	Exact
697	5	21715	Irrelevant
698	5	19496	Exact
699	5	2324	Exact
700	5	32260	Exact
701	5	2800	Exact
702	5	25574	Partial
703	5	12986	Exact
704	5	17300	Irrelevant
705	5	33534	Exact
706	5	8870	Partial
707	5	26758	Partial
708	5	28683	Exact
709	5	41463	Exact
710	5	22956	Exact
711	5	37937	Partial
712	5	37951	Partial
713	5	1086	Exact
714	5	14090	Exact
715	5	26317	Partial
716	5	1127	Exact
717	5	30412	Exact
718	5	14879	Exact
719	5	6534	Partial
720	5	17690	Exact
721	5	41964	Exact
722	5	8497	Exact
723	5	14773	Partial
724	5	41150	Partial
725	5	23196	Partial
726	5	2937	Partial
727	5	24954	Exact
728	5	33224	Partial
729	5	42722	Exact
730	5	6339	Exact
731	5	21928	Exact
732	5	15260	Partial
733	5	35215	Partial
734	5	38490	Partial
735	5	9522	Exact
736	5	23978	Partial
737	5	23677	Exact
738	5	40072	Exact
739	5	33251	Exact
740	5	11683	Exact
741	5	33264	Exact
742	5	1734	Exact
743	5	17891	Partial
744	5	42526	Partial
745	5	42664	Exact
746	5	11685	Exact
747	5	21134	Exact
748	5	42419	Exact
749	5	22745	Exact
750	5	1736	Exact
751	5	30573	Exact
752	5	26966	Exact
753	5	3014	Exact
754	5	1286	Exact
755	5	21997	Partial
756	5	1128	Exact
757	5	38543	Exact
758	5	22116	Exact
759	5	4721	Exact
760	5	28657	Exact
761	5	32499	Exact
762	5	32500	Exact
763	5	40771	Partial
764	5	9471	Partial
765	5	33259	Exact
766	5	36075	Exact
767	5	12217	Partial
768	5	31343	Partial
769	5	28639	Exact
770	5	28641	Partial
771	5	25059	Exact
772	5	31026	Exact
773	5	26219	Exact
774	5	27756	Exact
775	5	19037	Exact
776	6	38625	Partial
777	6	34110	Irrelevant
778	6	5482	Irrelevant
779	6	26155	Partial
780	6	23008	Partial
781	6	41828	Exact
782	6	32573	Exact
783	6	25711	Exact
784	6	1454	Exact
785	6	39539	Partial
786	6	28922	Exact
787	6	12232	Partial
788	6	19247	Partial
789	6	24763	Partial
790	6	25147	Exact
791	6	19812	Exact
792	6	20549	Partial
793	6	13218	Partial
794	6	34105	Exact
795	6	39742	Partial
796	6	30107	Exact
797	6	35876	Partial
798	6	37119	Irrelevant
799	6	42350	Exact
800	6	13222	Partial
801	6	42527	Exact
802	6	14343	Partial
803	6	32575	Exact
804	6	26804	Exact
805	6	32172	Partial
806	6	32173	Partial
807	6	18655	Exact
808	6	23821	Partial
809	6	752	Exact
810	6	23018	Irrelevant
811	6	39367	Exact
812	6	39368	Exact
813	6	21793	Partial
814	6	21792	Partial
815	6	18662	Exact
816	6	40460	Exact
817	6	29496	Exact
818	6	29497	Exact
819	6	27039	Exact
820	6	13198	Partial
821	6	21912	Exact
822	6	21914	Exact
823	6	23074	Partial
824	6	23073	Partial
825	6	25875	Exact
826	6	16684	Partial
827	6	25203	Irrelevant
828	6	25571	Exact
829	6	14788	Exact
830	6	14787	Exact
831	6	13208	Partial
832	6	13207	Partial
833	6	5617	Partial
834	6	30514	Exact
835	6	22994	Partial
836	6	29503	Exact
837	6	29502	Exact
838	6	10287	Exact
839	6	15422	Partial
840	6	32756	Partial
841	6	19248	Exact
842	6	10048	Irrelevant
843	6	18387	Exact
844	6	14488	Exact
845	6	16508	Partial
846	6	1452	Exact
847	6	28921	Exact
848	6	20621	Partial
849	6	40681	Partial
850	6	26876	Irrelevant
851	6	1681	Partial
852	6	25143	Exact
853	6	41827	Exact
854	6	39369	Exact
855	6	26875	Irrelevant
856	6	30129	Exact
857	6	16705	Partial
858	6	33512	Exact
859	7	2602	Irrelevant
860	7	119	Partial
861	7	4912	Partial
862	7	32183	Partial
863	7	5861	Partial
864	7	8302	Partial
865	7	37651	Exact
866	7	6214	Partial
867	7	19768	Exact
868	7	27648	Exact
869	7	37652	Exact
870	7	17411	Partial
871	7	37645	Exact
872	7	13060	Partial
873	7	34787	Exact
874	7	19281	Partial
875	7	14226	Exact
876	7	14227	Exact
877	7	29096	Exact
878	7	34083	Exact
879	7	34926	Exact
880	7	9997	Partial
881	7	34423	Partial
882	7	17379	Exact
883	7	19776	Partial
884	7	40955	Partial
885	7	19580	Exact
886	7	6212	Partial
887	7	41904	Exact
888	7	4310	Exact
889	7	125	Partial
890	7	3647	Exact
891	7	24449	Exact
892	7	24344	Partial
893	7	37655	Exact
894	7	27340	Partial
895	7	27348	Partial
896	7	40794	Partial
897	7	40795	Exact
898	7	40796	Partial
899	7	22823	Partial
900	7	21533	Partial
901	7	26272	Partial
902	7	15852	Partial
903	7	20898	Partial
904	7	121	Partial
905	7	11297	Exact
906	7	24319	Exact
907	7	22807	Partial
908	7	126	Partial
909	7	33158	Exact
910	7	31388	Partial
911	7	15380	Partial
912	7	28555	Partial
913	7	24325	Partial
914	7	9202	Partial
915	7	25119	Partial
916	7	25120	Partial
917	7	3357	Partial
918	7	3697	Partial
919	7	11316	Exact
920	7	6222	Partial
921	7	5486	Partial
922	7	25605	Irrelevant
923	7	13061	Partial
924	7	4911	Partial
925	7	4915	Partial
926	7	21536	Partial
927	7	1724	Irrelevant
928	7	22514	Partial
929	7	22478	Partial
930	7	19777	Partial
931	7	42642	Partial
932	7	20630	Partial
933	7	24409	Partial
934	8	30082	Exact
935	8	40806	Partial
936	8	6295	Partial
937	8	19948	Partial
938	8	19949	Partial
939	8	19942	Partial
940	8	19941	Partial
941	8	19947	Partial
942	8	19930	Partial
943	8	19936	Partial
944	8	3728	Partial
945	8	23594	Partial
946	8	28088	Partial
947	8	2760	Partial
948	8	25277	Partial
949	8	30359	Partial
950	8	30360	Partial
951	8	36020	Partial
952	8	28545	Partial
953	8	9537	Partial
954	8	5445	Partial
955	8	5446	Partial
956	8	5447	Partial
957	8	5448	Partial
958	8	5449	Partial
959	8	21994	Exact
960	8	41069	Partial
961	8	18165	Partial
962	8	12109	Partial
963	8	40805	Partial
964	8	30559	Partial
965	8	19132	Exact
966	8	23011	Exact
967	8	22077	Exact
968	8	889	Exact
969	8	8301	Exact
970	8	30936	Exact
971	8	5196	Exact
972	8	28089	Exact
973	8	37519	Exact
974	8	34471	Exact
975	8	27496	Exact
976	8	8778	Exact
977	8	9657	Exact
978	8	7820	Exact
979	8	11511	Exact
980	8	21275	Exact
981	8	30557	Exact
982	8	8990	Exact
983	8	30083	Exact
984	8	30358	Exact
985	8	33321	Partial
986	8	17465	Partial
987	8	30045	Exact
988	8	40801	Partial
989	8	15707	Exact
990	8	40803	Partial
991	8	19352	Partial
992	8	19351	Partial
993	8	30562	Partial
994	8	40802	Partial
995	8	26427	Partial
996	8	25278	Partial
997	8	36709	Partial
998	8	9663	Partial
999	8	24402	Partial
1000	8	40804	Partial
1001	8	8991	Partial
1002	8	17882	Partial
1003	8	9660	Partial
1004	8	22080	Partial
1005	8	30558	Partial
1006	8	9662	Partial
1007	8	25280	Partial
1008	8	6254	Partial
1009	9	20907	Exact
1010	9	30092	Exact
1011	9	3288	Exact
1012	9	29691	Exact
1013	9	30826	Exact
1014	9	13615	Exact
1015	9	29361	Exact
1016	9	16859	Exact
1017	9	21801	Exact
1018	9	21802	Exact
1019	9	38098	Exact
1020	9	742	Exact
1021	9	1312	Exact
1022	9	29859	Exact
1023	9	20910	Exact
1024	9	14429	Exact
1025	9	22863	Exact
1026	9	17993	Exact
1027	9	7997	Exact
1028	9	23622	Exact
1029	9	33736	Exact
1030	9	34405	Exact
1031	9	33629	Exact
1032	9	1311	Exact
1033	9	21800	Exact
1034	9	30094	Exact
1035	9	30093	Exact
1036	9	8715	Exact
1037	9	40928	Exact
1038	9	24844	Exact
1039	9	23920	Exact
1040	9	14744	Exact
1041	9	22466	Exact
1042	9	20909	Exact
1043	9	17606	Partial
1044	9	17607	Exact
1045	9	22769	Exact
1046	9	38099	Exact
1047	9	27916	Exact
1048	9	20647	Exact
1049	9	24415	Exact
1050	9	24416	Exact
1051	9	24418	Exact
1052	9	20281	Exact
1053	9	24419	Exact
1054	9	24420	Exact
1055	9	24421	Exact
1056	9	24422	Exact
1057	9	15058	Exact
1058	9	17613	Exact
1059	9	39719	Exact
1060	9	7509	Exact
1061	9	1618	Exact
1062	9	12301	Exact
1063	9	28838	Exact
1064	9	23921	Exact
1065	9	39718	Exact
1066	9	28576	Exact
1067	9	7996	Exact
1068	9	21308	Exact
1069	9	5873	Exact
1070	9	8714	Exact
1071	9	14610	Exact
1072	9	7974	Exact
1073	9	7969	Exact
1074	9	7970	Exact
1075	9	7971	Exact
1076	9	7507	Exact
1077	9	24272	Exact
1078	9	7972	Exact
1079	9	30832	Exact
1080	9	30833	Exact
1081	9	30834	Exact
1082	9	30835	Exact
1083	9	30837	Exact
1084	10	17723	Partial
1085	10	17717	Partial
1086	10	29103	Exact
1087	10	17757	Partial
1088	10	17758	Partial
1089	10	23632	Partial
1090	10	4762	Partial
1091	10	24133	Partial
1092	10	40327	Exact
1093	10	3098	Partial
1094	10	17746	Partial
1095	10	17749	Exact
1096	10	17750	Partial
1097	10	17753	Partial
1098	10	17751	Partial
1099	10	26761	Partial
1100	10	33505	Partial
1101	10	10839	Partial
1102	10	3865	Exact
1103	10	17720	Partial
1104	10	17710	Partial
1105	10	41201	Partial
1106	10	18993	Partial
1107	10	17219	Partial
1108	10	2033	Partial
1109	10	1443	Partial
1110	10	1444	Partial
1111	10	24485	Exact
1112	10	39843	Partial
1113	10	39844	Partial
1114	10	21572	Partial
1115	10	17707	Partial
1116	10	24127	Partial
1117	10	16644	Partial
1118	10	22036	Partial
1119	10	1299	Partial
1120	10	8962	Exact
1121	10	453	Partial
1122	10	26802	Partial
1123	10	2089	Partial
1124	10	14886	Exact
1125	10	26336	Partial
1126	10	28207	Exact
1127	10	24122	Partial
1128	10	11634	Partial
1129	10	32264	Partial
1130	10	7170	Exact
1131	10	17731	Partial
1132	10	24126	Partial
1133	10	20754	Exact
1134	10	9201	Exact
1135	10	34760	Exact
1136	10	42889	Partial
1137	10	17698	Partial
1138	10	37669	Partial
1139	10	26335	Partial
1140	10	35520	Exact
1141	10	17824	Exact
1142	10	35294	Partial
1143	10	39908	Partial
1144	10	1847	Partial
1145	10	26763	Partial
1146	10	26762	Partial
1147	10	10373	Partial
1148	10	17747	Partial
1149	10	7309	Partial
1150	10	17744	Exact
1151	10	17745	Exact
1152	10	17063	Partial
1153	10	42892	Partial
1154	10	454	Exact
1155	10	39669	Partial
1156	10	4332	Partial
1157	10	4337	Partial
1158	10	24760	Exact
1159	10	26156	Partial
1160	10	6694	Exact
1161	10	40328	Partial
1162	10	6746	Exact
1163	10	32261	Partial
1164	10	28208	Exact
1165	10	33529	Partial
1166	10	23526	Partial
1167	10	24916	Partial
1168	10	17752	Partial
1169	10	17748	Partial
1170	11	7741	Exact
1171	11	26738	Partial
1172	11	14656	Exact
1173	11	32340	Exact
1174	11	28778	Exact
1175	11	37028	Exact
1176	11	88	Partial
1177	11	92	Partial
1178	11	93	Partial
1179	11	89	Partial
1180	11	87	Partial
1181	11	90	Partial
1182	11	91	Partial
1183	11	7742	Exact
1184	11	3835	Exact
1185	11	3859	Exact
1186	11	3885	Exact
1187	11	17137	Partial
1188	11	17138	Partial
1189	11	17134	Partial
1190	11	17135	Partial
1191	11	17136	Exact
1192	11	14400	Exact
1193	11	25529	Partial
1194	11	9146	Exact
1195	11	9147	Exact
1196	11	9148	Exact
1197	11	28780	Exact
1198	11	25744	Exact
1199	11	38897	Exact
1200	11	10263	Exact
1201	11	10265	Exact
1202	11	10264	Exact
1203	11	11922	Exact
1204	11	3857	Exact
1205	11	11928	Exact
1206	11	3860	Exact
1207	11	11926	Exact
1208	11	11927	Exact
1209	11	32611	Partial
1210	11	7740	Exact
1211	11	3858	Exact
1212	11	3861	Exact
1213	11	25528	Partial
1214	11	14382	Exact
1215	11	8537	Exact
1216	11	8536	Exact
1217	11	8533	Partial
1218	11	8534	Partial
1219	11	8535	Partial
1220	11	85	Exact
1221	11	83	Exact
1222	11	9145	Exact
1223	11	9143	Exact
1224	11	11919	Exact
1225	11	11923	Exact
1226	11	3856	Exact
1227	11	11925	Exact
1228	11	11929	Exact
1229	11	28172	Exact
1230	11	9144	Exact
1231	11	11920	Exact
1232	11	11917	Exact
1233	11	11918	Exact
1234	11	84	Exact
1235	11	28348	Exact
1236	11	28779	Exact
